facility_id|license|dba_name|facility_type|address|city|state|zip|latitude|longitude|location|has_location
418|1094477|LINDO MICHOACAN INC|Restaurant|3148 W LAWRENCE AVE |CHICAGO|IL|60625|41.968570|-87.708024|(41.96857029824815, -87.70802415214442)|t
419|1094490|ALEXANDRA FOODS CO|Unknown|3304 N CENTRAL AVE |CHICAGO|IL|60634|41.940570|-87.766717|(41.94057035269636, -87.76671722055032)|t
420|1094556|KINZIE ST. CHOP HOUSE|Restaurant|400 N WELLS ST|CHICAGO|IL|60654|41.889198|-87.634157|"
,  
(41.889198021770845, -87.63415729667513)"|t
421|1094661|OCEAN SUBMARINE|Unknown|7318 S VINCENNES AVE |CHICAGO|IL|60621|41.761260|-87.630059|(41.76126021386328, -87.63005894785265)|t
422|1094671|ALADDIN CLUB|Unknown|3933 1/2 W 63RD ST |CHICAGO|IL|60629|41.778563|-87.721645|(41.778563467164474, -87.72164465429168)|t
423|10947|FAIRPLAY FOODS|Grocery Store|2323 W 111TH ST|CHICAGO|IL|60643|41.691679|-87.679779|"
,  
(41.69167920403068, -87.67977917252558)"|t
424|1094724|MOUSEL KUBBA INC|Bakery|7152 N CALIFORNIA AVE |CHICAGO|IL|60645|42.011837|-87.699870|(42.01183694932336, -87.69987019908633)|t
425|1094782|SBARRO ITALIAN EATERY|Unknown|233 S WACKER DR |CHICAGO|IL|60606|41.878560|-87.636524|(41.87856015362371, -87.63652387205532)|t
426|1094878|JJ PEPPERS FOOD STORE|Grocery Store|3555 N CENTRAL AVE |CHICAGO|IL|60634|41.945717|-87.766603|(41.94571656305218, -87.76660329761108)|t
427|1094887|MAGNOLIA SPORTS BAR|TAVERN|12217 S HALSTED ST |CHICAGO|IL|60628|41.671818|-87.641561|(41.67181817763099, -87.64156137438015)|t
428|10949|FAIRPLAY FOODS|Grocery Store|4640 S HALSTED ST|CHICAGO|IL|60609|41.809630|-87.645708|"
,  
(41.809629768022035, -87.64570756512876)"|t
429|1094905|HORTEX II|Unknown|7419 W IRVING PARK RD |CHICAGO|IL|60634|41.952524|-87.813033|(41.952524165498154, -87.81303323928189)|t
430|1094990|MARTINEZ SUPERMARKET|Grocery Store|3301 S MORGAN ST |CHICAGO|IL|60608|41.834743|-87.650915|(41.83474332305238, -87.65091517105847)|t
431|1095008|Hotti Biscotti Cafe|Unknown|3545 W FULLERTON AVE |CHICAGO|IL|60647|41.924513|-87.715399|(41.924512950059544, -87.7153990657848)|t
432|1095025|GRAND SUB|Restaurant|3952 W GRAND AVE|CHICAGO|IL|60651|41.906006|-87.725723|"
,  
(41.90600596637657, -87.72572322529149)"|t
433|1095055|ILLINOIS INSTITUTE OF ART INC|Restaurant|180 N WABASH AVE |CHICAGO|IL|60601|41.885354|-87.626413|(41.885353703982936, -87.62641328540737)|t
434|1095140|AU BON PAIN|Restaurant|200 W ADAMS ST |CHICAGO|IL|60606|41.879495|-87.633830|(41.879495472483235, -87.63382966060512)|t
435|1095145|AU BON PAIN|Restaurant|222 W MERCHANDISE MART PLZ |CHICAGO|IL|60654|41.888074|-87.634955|(41.8880742810662, -87.63495520292739)|t
436|1095146|Chicago Homewood Suites|Restaurant|40 E GRAND AVE |CHICAGO|IL|60611|41.891797|-87.626493|(41.89179678289696, -87.62649273716487)|t
437|1095163|AU BON PAIN|Restaurant|125 S WACKER DR |CHICAGO|IL|60606|41.880013|-87.636572|(41.88001342713154, -87.63657238450709)|t
438|1095180|THE FALCON|TAVERN|1603 -1605 E 53RD ST |CHICAGO|IL|60615|41.799470|-87.586331|(41.79946965773025, -87.58633098847555)|t
439|1095188|SUPER MERCADO CARRETA|Grocery Store|6908-10 N CLARK ST |CHICAGO|IL|60626|42.006843|-87.673613|(42.00684279227269, -87.67361265789589)|t
440|1095189|SUPER MERCADO CARRETA|Grocery Store|6908-10 N CLARK ST |CHICAGO|IL|60626|42.006843|-87.673613|(42.00684279227269, -87.67361265789589)|t
441|1095196|STARBUCKS COFFEE #2479|Restaurant|5400 W DEVON AVE |CHICAGO|IL|60646|41.997437|-87.763859|(41.99743743042588, -87.76385919536706)|t
442|1095210|FRUTERIA ZAVALA|Unknown|2859 S ST LOUIS AVE |CHICAGO|IL|60623|41.839024|-87.712056|(41.83902350089841, -87.71205647792159)|t
443|1095212|JOHN'S DRIVE INN|Unknown|5900 S ASHLAND AVE |CHICAGO|IL|60636|41.786654|-87.664539|(41.786654178265316, -87.66453915774333)|t
444|1095225|THE DUGOUT|Unknown|950 W ADDISON ST |CHICAGO|IL|60613|41.947360|-87.653932|(41.947359980046166, -87.65393244544859)|t
445|1095285|OPEN HEARTH COFFEEHOUSE|Unknown|5207 N KIMBALL AVE |CHICAGO|IL|60625|41.975952|-87.713408|(41.97595235572225, -87.71340796430628)|t
446|1095307|CHINA STATION INC|Restaurant|2411 W NORTH AVE |CHICAGO|IL|60647|41.910205|-87.687702|(41.910205129391386, -87.68770229368916)|t
447|1095402|MOLADE' CHILD DEVELOPMENT CENTER|Daycare Above and Under 2 Years|1120 N LAMON AVE |CHICAGO|IL|60651|41.901087|-87.748540|(41.901086765978654, -87.74854019856667)|t
448|1095412|MUNCHIES FAST FOOD J M INC|Unknown|5026 N SHERIDAN RD |CHICAGO|IL|60640|41.974128|-87.655096|(41.97412818285873, -87.65509589327466)|t
449|1095455|CAFE NHU HOA|Unknown|1020 W ARGYLE ST |CHICAGO|IL|60640|41.973409|-87.655843|(41.973408535904916, -87.6558432439348)|t
450|1095564|BIRRIERIA ESTILO JALISCO|Unknown|2045 N WESTERN AVE |CHICAGO|IL|60647|41.918871|-87.687305|(41.91887087772981, -87.68730481697142)|t
451|1095599|INT DELI & CONVENIENCE|Unknown|8550 W BRYN MAWR AVE |CHICAGO|IL|60631|41.981144|-87.841087|(41.981143964082634, -87.84108737455419)|t
452|1095607|WOLVERINE TRADING LP|Restaurant|175 W JACKSON BLVD |CHICAGO|IL|60604|41.878014|-87.633189|(41.878014487249544, -87.63318903001444)|t
453|1095614|BETUNIA CITGO INC|Unknown|7114 S VINCENNES AVE |CHICAGO|IL|60621|41.764937|-87.628322|(41.764936885502905, -87.62832185391876)|t
454|1095700|JERRY FOOD MART|Grocery Store|1606 W PRATT BLVD |CHICAGO|IL|60626|42.005491|-87.670202|(42.005491051229804, -87.6702016081931)|t
455|1095711|PALMA RESTAURANT & CAFE|Unknown|4114 N KEDZIE AVE |CHICAGO|IL|60618|41.956193|-87.708230|(41.956193396983295, -87.70823032541526)|t
456|1095729|OODLES OF OF NOODLES|Restaurant|2540 N CLARK ST |CHICAGO|IL|60614|41.928822|-87.642562|(41.92882225236448, -87.6425622089519)|t
457|1095816|VILLA D'ORO|Unknown|5527-5531 N MILWAUKEE AVE |CHICAGO|IL|60630|41.982350|-87.773660|(41.982350141069084, -87.77365984476519)|t
458|1095824|COSTELLO'S  SANDWICHES|Restaurant|4647 N LINCOLN AVE |CHICAGO|IL|60625|41.966202|-87.686801|(41.96620156500102, -87.68680134395211)|t
459|1095849|PAPA T'S ITALIANO|Unknown|2843 W 63RD ST |CHICAGO|IL|60629|41.778981|-87.695090|(41.77898082071523, -87.69509004304912)|t
460|1095862|M & J CHICKEN & FISH|Restaurant|7643 S COTTAGE GROVE AVE|CHICAGO|IL|60619|41.755479|-87.605167|"
,  
(41.755478951826575, -87.60516667390868)"|t
461|1095868|Northern Trust - Tech Center|Restaurant|840 S CANAL ST |CHICAGO|IL|60607|41.870881|-87.639460|(41.870881086303676, -87.63946028564607)|t
462|1095908|GENERAL GROWTH MANAGEMENT INC|Restaurant|110 N WACKER DR |CHICAGO|IL|60606|41.883498|-87.637200|(41.88349824310264, -87.63720027259416)|t
463|1095942|LA IGUANA RESTAURANT|Unknown|4117 W 47TH ST |CHICAGO|IL|60632|41.807721|-87.726825|(41.80772111499567, -87.72682517366316)|t
464|1095962|LA PENA|Restaurant|4104 W NORTH AVE|CHICAGO|IL|60639|41.909958|-87.729111|"
,  
(41.90995767285743, -87.72911075281822)"|t
465|1095969|SUBWAY SANDWICHES|Unknown|77 W JACKSON BLVD |CHICAGO|IL|60604|41.878041|-87.630493|(41.87804100375637, -87.63049344911161)|t
466|1095974|LE PARIS BAKERY NO 2 INC|Restaurant|5434 S PULASKI RD|CHICAGO|IL|60632|41.793982|-87.723328|"
,  
(41.79398241686428, -87.72332780175996)"|t
467|1095992|LAS ISLAS MARIAS|Restaurant|4770 W GRAND AVE|CHICAGO|IL|60639|41.913999|-87.745864|"
,  
(41.91399920930635, -87.74586369218258)"|t
468|1096007|LET'S GET POPPIN, INC.|Restaurant|11758 S WESTERN AVE|CHICAGO|IL|60643|41.679199|-87.680908|"
,  
(41.679198911889436, -87.68090839581119)"|t
469|1096029|SIZZLE INDIA|Unknown|2509 1/2 W DEVON AVE |CHICAGO|IL|60659|41.997570|-87.692718|(41.99756998290668, -87.69271750297587)|t
470|1096056|CAFE MONTENEGRO|Unknown|6954 N WESTERN AVE |CHICAGO|IL|60645|42.008460|-87.690304|(42.008460469947195, -87.69030354709533)|t
471|1096074|CONVENIENT FOOD MART|Grocery Store|203 E OHIO ST |CHICAGO|IL|60611|41.892453|-87.622491|(41.892452907944126, -87.6224908327819)|t
472|1096098|LOVING TOUCH DAYCARE PROVIDERS INC|Children's Services Facility|1927-1929 N HARLEM AVE |CHICAGO|IL|60707|41.915192|-87.805828|(41.915192484218764, -87.80582794273202)|t
473|1096130|SUNSHINE FOOD MARKET|Unknown|1200 W 69TH ST |CHICAGO|IL|60636|41.768801|-87.654277|(41.76880097321221, -87.65427671389479)|t
474|1096186|Mando's Grocery Co.|Unknown|6740 N CALIFORNIA AVE |CHICAGO|IL|60645|42.004246|-87.699963|(42.00424630488121, -87.6999633997359)|t
475|1096284|EL CAMINO TAQUERIA RESTAURANT|Unknown|3021 W LAWRENCE AVE |CHICAGO|IL|60625|41.968379|-87.704437|(41.968378773165476, -87.70443702846717)|t
476|10963|POLKA SAUSAGE & DELI|Restaurant|8753 S COMMERCIAL AVE |CHICAGO|IL|60617|41.735820|-87.551249|(41.735820289668375, -87.55124868960637)|t
477|1096355|PRESENCE RESURRECTION MEDICAL CENTER|Hospital|7435 W TALCOTT AVE|CHICAGO|IL|60631|41.988575|-87.812978|"
,  
(41.98857518279947, -87.81297791219501)"|t
478|1096396|UNION STATION MULTIPLEX|Unknown|444 W JACKSON BLVD |CHICAGO|IL|60606|41.878155|-87.639500|(41.87815537704807, -87.63949995628163)|t
479|1096426|WHITE PALACE GRILL|Restaurant|1159 S CANAL ST|CHICAGO|IL|60607|41.867319|-87.639057|"
,  
(41.86731940533911, -87.6390567460305)"|t
480|11013|MARTIN'S CORNER|Restaurant|2058 W 22nd PL|CHICAGO|IL|60608|41.851341|-87.678149|"
,  
(41.8513412126996, -87.67814936266365)"|t
481|11030|KINCADE'S|Restaurant|950-952 W ARMITAGE AVE|CHICAGO|IL|60614|41.918221|-87.652973|"
,  
(41.918221120708644, -87.65297305297553)"|t
482|11034|KINCADE'S|Restaurant|952 W ARMITAGE AVE|CHICAGO|IL|60614|41.918220|-87.653057|"
,  
(41.91821976334081, -87.65305744895191)"|t
483|1106|HAM TREE INN|Restaurant|5333 N MILWAUKEE AVE|CHICAGO|IL|60630|41.977503|-87.769237|"
,  
(41.9775034792202, -87.76923663085236)"|t
484|11072|MONT CLARE LANES|BOWLING LANES/BANQUETS|2957 N HARLEM AVE |CHICAGO|IL|60707|41.934231|-87.806466|(41.934231432330066, -87.80646608253966)|t
485|11088|SNAPPY CONVENIENCE CENTER #6|Grocery Store|2800 W LAWRENCE AVE |CHICAGO|IL|60625|41.968641|-87.698725|(41.96864140759437, -87.6987246165967)|t
486|1111|MY PLACE|tavern|2212 W TOUHY AVE |CHICAGO|IL|60645|42.012354|-87.686732|(42.01235400127318, -87.68673249919988)|t
487|11126|THE LOCAL OPTION TAVERN|Restaurant|1102 W WEBSTER AVE|CHICAGO|IL|60614|41.921808|-87.656063|"
,  
(41.921807668746176, -87.65606254663311)"|t
488|11130|PHIL'S PIZZA|Unknown|3551 S HALSTED ST |CHICAGO|IL|60609|41.829237|-87.645925|(41.829237244412106, -87.64592451569634)|t
489|11132|ARNOLD DE MAR|Restaurant|4001 N BROADWAY |CHICAGO|IL|60613|41.954642|-87.650428|(41.9546415936087, -87.65042816119126)|t
490|11135|DUK H RHEE|Unknown|3235 N ASHLAND AVE |CHICAGO|IL|60657|41.940721|-87.668537|(41.94072113132437, -87.6685374709189)|t
491|11136|KARAVITES REST INC|Restaurant|5130 N SHERIDAN RD|CHICAGO|IL|60640|41.976283|-87.655148|"
,  
(41.97628305591404, -87.65514776882976)"|t
492|1114|LAKE SHORE COMMISSARY|Grocery Store|3950 N LAKE SHORE DR |CHICAGO|IL|60613|41.954345|-87.645350|(41.95434471865204, -87.6453496205995)|t
493|11172|MAX'S TAKE OUT|Restaurant|20 E ADAMS ST |CHICAGO|IL|60603|41.879608|-87.626999|(41.87960812540506, -87.6269991129734)|t
494|11174|CONTINENTAL CARE CENTER INC|Unknown|5334-36 N WESTERN AVE |CHICAGO|IL|60625|41.978754|-87.689409|(41.97875374803628, -87.68940908953196)|t
495|11175|BG'S LOUNGE INC|Tavern|3362 N NARRAGANSETT AVE |CHICAGO|IL|60634|41.941944|-87.786355|(41.941944070221766, -87.78635531271422)|t
496|11178|MARGARET MANOR INC|Long Term Care Facility|1121 N ORLEANS ST |CHICAGO|IL|60610|41.902809|-87.637266|(41.90280868655717, -87.6372664321251)|t
497|11180|RUSH UNIVERSITY MEDICAL CENTER|Restaurant|600 S PAULINA ST |CHICAGO|IL|60612|41.874093|-87.669256|(41.87409300990204, -87.66925602002334)|t
498|1118398|GATEWAY NEWSTANDS & CIGAR STOR|Grocery Store|875 N MICHIGAN AVE |CHICAGO|IL|60611|41.898949|-87.623975|(41.898948541729865, -87.62397498768968)|t
499|1118714|Chicago Homewood Suites|Restaurant|40 E GRAND AVE |CHICAGO|IL|60611|41.891797|-87.626493|(41.89179678289696, -87.62649273716487)|t
500|1118748|INNJOY|Restaurant|2051 W DIVISION ST |CHICAGO|IL|60622|41.903044|-87.679271|(41.90304415750275, -87.67927089988581)|t
501|1118779|BLUE FIN JAPANESE RESTAURANT|Restaurant|1952 W NORTH AVE |CHICAGO|IL|60622|41.910599|-87.677228|(41.91059895659309, -87.67722751260462)|t
502|1118793|DEPASADA RESTAURANT|Restaurant|1108 N ASHLAND AVE |CHICAGO|IL|60622|41.901831|-87.667602|(41.90183141769618, -87.66760189368536)|t
503|1118804|DUNPHY'S BAR & GRILL|Unknown|222 W MERCHANDISE MART PLZ |CHICAGO|IL|60654|41.888074|-87.634955|(41.8880742810662, -87.63495520292739)|t
504|1118820|BEYOND THE IVY, INC|ROOF TOP|1006-1010 W WAVELAND AVE |CHICAGO|IL|60613|41.949150|-87.654699|(41.94914953410638, -87.65469922051734)|t
505|1118822|BEYOND THE IVY INC|ROOFTOP|1048 W WAVELAND AVE |CHICAGO|IL|60613|41.949122|-87.656282|(41.94912182113475, -87.65628224912268)|t
506|1118823|OMALLEYS SANDWICHES TO YOU INC|Unknown|10410 S KEDZIE AVE |CHICAGO|IL|60655|41.703975|-87.701416|(41.70397488864843, -87.70141552076612)|t
507|1118829|PIECE|Restaurant|1927 W NORTH AVE|CHICAGO|IL|60622|41.910397|-87.676181|"
,  
(41.910397185945115, -87.6761810963592)"|t
508|1118873|STARBUCKS COFFEE #2491|Restaurant|1900 W MONTROSE AVE|CHICAGO|IL|60613|41.961604|-87.676079|"
,  
(41.96160381583514, -87.6760788298814)"|t
509|1118892|WISAM FOOD|Unknown|252-54 N KEDZIE AVE |CHICAGO|IL|60612|41.885906|-87.706412|(41.885905570213964, -87.7064121998245)|t
510|11190|GILIANA & HUZIRAN CO|Unknown|5140 N CLARK ST |CHICAGO|IL|60640|41.975567|-87.668497|(41.975566761595694, -87.66849715000312)|t
511|1119040|IBIS RSTAURANT INC|Unknown|2509 W NORTH AVE |CHICAGO|IL|60647|41.910181|-87.690044|(41.91018091492491, -87.69004449319094)|t
512|1119073|THE BEAN CAFFE|Restaurant|2235 N SHEFFIELD AVE|CHICAGO|IL|60614|41.922791|-87.653377|"
,  
(41.92279085155333, -87.65337746468617)"|t
513|1119100|HAAGEN DAZS CAFE|Restaurant|700 E GRAND AVE |CHICAGO|IL|60611|41.892249|-87.609518|(41.892249163400116, -87.60951804879336)|t
514|1119152|DOCTOR'S CARIBBEAN CUISINE.|Unknown|10226 S HALSTED ST |CHICAGO|IL|60628|41.707910|-87.643007|(41.70790992815699, -87.64300673781825)|t
515|1119251|BAR LOUIE TAYLOR|Restaurant|1321-1323 W TAYLOR ST |CHICAGO|IL|60607|41.869255|-87.660062|(41.86925517406011, -87.6600617423072)|t
516|1119292|BARTON SENIOR RESIDENCES OF CHICAGO|ASSISTED LIVING|1245 S WOOD ST|CHICAGO|IL|60608|41.865398|-87.671162|"
,  
(41.86539785619372, -87.6711622194772)"|t
517|1119336|FLUKY'S|Unknown|520 N MICHIGAN AVE |CHICAGO|IL|60611|41.891689|-87.624307|(41.89168851736832, -87.62430717812579)|t
518|1119346|THE CAKE WALK INC|Bakery|8537 S PULASKI RD |CHICAGO|IL|60652|41.737386|-87.721374|(41.737385518945885, -87.72137409016246)|t
519|1119378|Zia's Trattoria|Restaurant|6695-6699 N NORTHWEST HWY |CHICAGO|IL|60631|42.002742|-87.815869|(42.002741862843784, -87.81586895792563)|t
520|1119389|DON TONY'S FOOD STORE|Grocery Store|1624 W 44TH ST |CHICAGO|IL|60609|41.814154|-87.666281|(41.8141543948973, -87.66628065812077)|t
521|1119461|CAKE BY COLLEEN|Unknown|5814 W HIGGINS AVE |CHICAGO|IL|60630|41.972153|-87.773961|(41.97215342034876, -87.77396085124656)|t
522|1119469|BLOCKBUSTER VIDEO #17086|Unknown|700 N STATE ST |CHICAGO|IL|60610|41.894914|-87.628301|(41.894914498942875, -87.62830112814011)|t
523|1119505|FINEST FOOD BASKET INC|Grocery Store|6100 S DR MARTIN LUTHER KING JR DR |CHICAGO|IL|60637|41.783791|-87.615858|(41.78379147407769, -87.6158576657317)|t
524|1119519|JACKEY'S ICE CREAM|Unknown|7000 N WESTERN AVE |CHICAGO|IL|60645|42.008672|-87.690311|(42.0086715871867, -87.69031083829896)|t
525|1119548|ROONG THAI RESTAURANT|Unknown|1633 N MILWAUKEE AVE |CHICAGO|IL|60647|41.911153|-87.678440|(41.91115346303384, -87.67843965041517)|t
526|1119568|SUPERMERCADO SANCHEZ|Unknown|2824 W 59TH ST |CHICAGO|IL|60629|41.786496|-87.694756|(41.78649619589489, -87.69475632036104)|t
527|1119598|BLACKTHORN MANOR|Unknown|7280 W DEVON AVE |CHICAGO|IL|60631|41.997277|-87.809624|(41.99727682798901, -87.80962433024467)|t
528|1119636|NORTHWEST FOOD & LIQUOR|Liquor|5170 - 5174 W NORTH AVE |CHICAGO|IL|60639|41.909615|-87.755478|(41.90961489519426, -87.75547796793691)|t
529|1119697|FUNG'S CHOP SUEY|Restaurant|1400 E 47th DR |CHICAGO|IL|60653|41.809795|-87.592374|(41.80979548271692, -87.59237386663331)|t
530|1119714|KERALA FOODS|Unknown|3730 W MONTROSE AVE |CHICAGO|IL|60618|41.961133|-87.721767|(41.96113259322584, -87.72176729706752)|t
531|1119748|FRUTERIA Y CARNICERIA OBREGON GUERRERO|Unknown|2658 W CORTLAND ST |CHICAGO|IL|60647|41.915803|-87.694645|(41.915803430016446, -87.69464473743272)|t
532|1119804|PAPA ROMEO'S PIZZA|Restaurant|1617 W IRVING PARK RD |CHICAGO|IL|60613|41.954170|-87.669788|(41.95417032399312, -87.66978810728347)|t
533|1119899|4 HERMANOS|Restaurant|5239 N CENTRAL AVE |CHICAGO|IL|60630|41.976534|-87.768327|(41.97653405198138, -87.7683274670355)|t
534|11199|TEN REN TEA & GINDENG CO OF CH|TEA STORE|2247 S WENTWORTH AVE |CHICAGO|IL|60616|41.851541|-87.631836|(41.85154099613448, -87.63183605739881)|t
535|1119925|TAQUERIA EL GALLO #2|Unknown|4808 N MILWAUKEE AVE |CHICAGO|IL|60630|41.968028|-87.761060|(41.968028363337, -87.76105969691393)|t
536|1119952|7-ELEVEN #33921B|Grocery Store|6800 W NORTH AVE |CHICAGO|IL|60707|41.909135|-87.794928|(41.909134570904456, -87.79492813078483)|t
537|1120021|TIK TOK FALAFEL|Restaurant|4600 N MAGNOLIA AVE |CHICAGO|IL|60640|41.965435|-87.661172|(41.965435189323436, -87.66117218838588)|t
538|1120031|THE NORTHERN TRUST COMPANY|Restaurant|50 S LA SALLE ST|CHICAGO|IL|60603|41.880705|-87.632476|"
,  
(41.88070510431831, -87.63247630514623)"|t
539|1120038|MIDWESTERN CHRISTIAN ACADEMY OF THE MIDWEST BIBLE CHURCH|School|3465 N CICERO AVE|CHICAGO|IL|60641|41.944323|-87.746868|"
,  
(41.94432285951394, -87.74686751345574)"|t
540|1120076|M & M Food|Unknown|4531-4533 N SHERIDAN RD |CHICAGO|IL|60640|41.964607|-87.654633|(41.9646066854757, -87.65463298983327)|t
541|1120104|A & H GAS INC|Unknown|5035-5051 W DIVISION ST |CHICAGO|IL|60651|41.902177|-87.752317|(41.90217743763021, -87.75231663842898)|t
542|1120265|LA PENA RESTAURANTE|Restaurant|4212-4214 N MILWAUKEE AVE|CHICAGO|IL|60641|41.957332|-87.751797|"
,  
(41.95733219749337, -87.75179741856313)"|t
543|11203|TACO & BURRITO HOUSE|Restaurant|3939 N BROADWAY |CHICAGO|IL|60613|41.953922|-87.649956|(41.953921908045686, -87.64995563481801)|t
544|1120309|ANDY'S GYROS INC|Unknown|6808 N SHERIDAN RD |CHICAGO|IL|60626|42.005827|-87.661140|(42.00582694496218, -87.66114012527682)|t
545|1120359|MILLERS LIQUORS|Unknown|2204 W ROSCOE ST |CHICAGO|IL|60618|41.943263|-87.683533|(41.943262872051214, -87.68353280417449)|t
546|1120376|WHITE HEN PANTRY|Unknown|958 W DIVERSEY PKWY |CHICAGO|IL|60614|41.932749|-87.653801|(41.932748996008655, -87.65380148899577)|t
547|1120391|SHULTZ WINGS & HOAGE II INC|Restaurant|107 E 111TH ST|CHICAGO|IL|60628|41.692495|-87.620721|"
,  
(41.69249528873923, -87.6207213060549)"|t
548|1120400|ORBIT SUB|Restaurant|1912 E 71ST ST |CHICAGO|IL|60649|41.766337|-87.578177|(41.76633652206993, -87.57817739417864)|t
549|1120447|STARBUCKS # 2483|Restaurant|1430 W TAYLOR ST|CHICAGO|IL|60607|41.869431|-87.662818|"
,  
(41.869430953201714, -87.6628180683435)"|t
550|1120505|SUBWAY SANDWICH SHOP|Unknown|4316 S ASHLAND AVE |CHICAGO|IL|60609|41.815330|-87.665288|(41.815329857960506, -87.66528799042858)|t
551|1120535|LEVY RESTAURANTS AT GUARANTEED RATE FIELD|Restaurant|333 W 35TH ST|CHICAGO|IL|60616|41.830784|-87.635296|"
,  
(41.83078366228312, -87.6352957830455)"|t
552|1120537|LEVY RESTAURANTS AT GUARANTEED RATE FIELD|Restaurant|333 W 35TH ST|CHICAGO|IL|60616|41.830784|-87.635296|"
,  
(41.83078366228312, -87.6352957830455)"|t
553|1120539|Levy Restaurants at Wrigley Field|Restaurant|1060 W ADDISON ST |CHICAGO|IL|60613|41.947317|-87.656418|(41.94731748901495, -87.65641794764645)|t
554|1120541|Levy Restaurants at Wrigley Field|Restaurant|1060 W ADDISON ST|CHICAGO|IL|60613|41.947317|-87.656418|"
,  
(41.94731748901495, -87.65641794764645)"|t
555|1120557|JIN JIN CHINA BUFFET|Restaurant|3029 N PULASKI RD |CHICAGO|IL|60641|41.936253|-87.726956|(41.93625268360409, -87.7269555202423)|t
556|1120560|SPRING|Pool|2039 W NORTH AVE |CHICAGO|IL|60647|41.910346|-87.679067|(41.91034561901541, -87.67906657744264)|t
557|1120626|REGGIO'S PIZZA EXPRESS|Restaurant|11601 W TOUHY AVE|CHICAGO|IL|60666|42.008751|-87.906874|"
,  
(42.00875076599798, -87.90687413400109)"|t
558|1120659|MCDONALDS|Restaurant|5614 N CLARK ST |CHICAGO|IL|60660|41.983952|-87.669006|(41.983952200630576, -87.66900616354508)|t
559|1120681|DUNKIN DONUTS|Unknown|150 W 63RD ST |CHICAGO|IL|60621|41.780103|-87.629719|(41.780102897969904, -87.62971886730391)|t
560|1120688|HORIZON CAFE|Unknown|3805 N BROADWAY |CHICAGO|IL|60613|41.951390|-87.649469|(41.951390150873834, -87.64946946794332)|t
561|1120715|COOKIES BY DESIGN OF CHICAGO|Unknown|1953 N CLYBOURN AVE |CHICAGO|IL|60614|41.916550|-87.657165|(41.91655029829402, -87.6571654806545)|t
562|1120745|3639 LLC|Restaurant|3639 N SHEFFIELD AVE |CHICAGO|IL|60613|41.948398|-87.654217|(41.948397673540924, -87.6542174150256)|t
563|1120760|LAS ASADAS|Unknown|3834 W 47TH ST |CHICAGO|IL|60632|41.808025|-87.720037|(41.80802515275297, -87.72003743037237)|t
564|1120820|LOS PEREZ|Unknown|5973 N CLARK ST |CHICAGO|IL|60660|41.990586|-87.669870|(41.990585629172756, -87.6698696819702)|t
565|1120834|JULIO'S RESTAURANT|Unknown|3824 N KEDZIE AVE |CHICAGO|IL|60618|41.951051|-87.708085|(41.95105053953947, -87.70808483065089)|t
566|1120852|YAUCO|Grocery Store|2744 W DIVISION ST |CHICAGO|IL|60622|41.903040|-87.696222|(41.903040338177476, -87.69622240403106)|t
567|1120899|AAA Food|Grocery Store|2700 W 25TH ST |CHICAGO|IL|60608|41.846592|-87.692938|(41.84659196320168, -87.69293766460069)|t
568|1120916|TASTE OF CHICAGO|Restaurant|3170 S ASHLAND AVE|CHICAGO|IL|60608|41.835749|-87.665842|"
,  
(41.835749059464845, -87.6658416717942)"|t
569|1120952|MUNCHIES|Grocery Store|950 N ORLEANS ST |CHICAGO|IL|60610|41.900463|-87.637468|(41.90046290693005, -87.63746817234774)|t
570|1120963|ANN SATHER'S CAFE|Restaurant|3411 N BROADWAY |CHICAGO|IL|60657|41.943711|-87.644891|(41.94371098808328, -87.64489109193752)|t
571|1120971|HALE'S BACK HOME COOKING|Unknown|1400 W 95TH ST |CHICAGO|IL|60643|41.721387|-87.657876|(41.721386649184396, -87.6578758445591)|t
572|1120995|FONTANO'S SUBS|Restaurant|2151 W 95TH ST |CHICAGO|IL|60643|41.720907|-87.676844|(41.720906920291505, -87.67684433217723)|t
573|1121062|AEL CATERING & ASSOCIATES|Unknown|4642 N FRANCISCO AVE |CHICAGO|IL|60625|41.965969|-87.701205|(41.965968695807646, -87.70120491585438)|t
574|1121147|AMOCO|Grocery Store|2338 N SACRAMENTO AVE |CHICAGO|IL|60647|41.924482|-87.702458|(41.924481841069515, -87.70245818877666)|t
575|1121154|CFEM INC|Unknown|3732 W 59TH ST |CHICAGO|IL|60629|41.786141|-87.716948|(41.78614076584596, -87.71694768911665)|t
576|1121158|CAFFE ROMA|Restaurant|6346 W IRVING PARK RD |CHICAGO|IL|60634|41.953033|-87.785984|(41.953033430924584, -87.78598387953524)|t
577|1121160|CITGO GAS STATION|Unknown|3001 W BELMONT AVE |CHICAGO|IL|60618|41.939253|-87.702785|(41.939253344724186, -87.70278523303574)|t
578|1121241|SOUTH CHINA KITCHEN INC.|Restaurant|11631 S HALSTED ST|CHICAGO|IL|60628|41.682934|-87.641934|"
,  
(41.6829342126596, -87.64193426827532)"|t
579|1121243|PARK TOWER MARKET|Grocery Store|5419 N SHERIDAN RD |CHICAGO|IL|60640|41.980574|-87.654955|(41.980574256819665, -87.65495538156401)|t
580|1121323|HACKNEY'S PRINTERS' ROW|Restaurant|731-733 S DEARBORN ST |CHICAGO|IL|60605|41.872734|-87.628999|(41.872733608439034, -87.62899896919282)|t
